Category,Product,Min Price (INR/kg),Max Price (INR/kg),Average Price (INR/kg)
Fruits,Avocado,46.27065445042547,57.96772672128844,52.119190585856956
Vegetables,Bell Peppers,68.77972229540337,120.06130283137695,94.42051256339016
Vegetables,Cucumber,62.87026893006929,97.833609716985,80.35193932352715
Pulses,Soybeans,125.05149214524994,183.8362593890493,154.44387576714962
Grains,Whole Wheat,119.32451106657395,134.09880413621377,126.71165760139385
Fruits,Melons,118.37666025325375,156.18893089109693,137.28279557217533
Grains,Oats,41.8735899506194,65.77304803228228,53.82331899145083
Vegetables,Asparagus,46.716118311145294,99.68030130273412,73.1982098069397
Pulses,Green Gram,64.55595775433537,100.44849231799581,82.50222503616558
Fruits,Guava,46.10455890110879,59.33185811646318,52.718208508785985
Fruits,Guava,111.42342064975034,156.0286797910551,133.72605022040273
Pulses,Soybeans,119.99603153543698,173.7207033463448,146.8583674408909
Fruits,Melons,92.02525723494645,149.89410921167206,120.95968322330926
Fruits,Lemon,85.03694922699377,141.0362351241109,113.03659217555233
Grains,Rice,79.46664999339399,130.1523096048316,104.8094797991128
Vegetables,Zucchini,41.63386107786265,103.27025283251659,72.45205695518962
Vegetables,Carrots,101.57334160879618,143.43069945933703,122.50202053406662
Grains,Quinoa,79.08212961105312,120.24393458613842,99.66303209859578
Fruits,Watermelon,39.01821024655342,53.44987374750387,46.23404199702865
Vegetables,Zucchini,62.031698211941766,93.38110734050363,77.7064027762227
Vegetables,Zucchini,36.34297324827137,79.9212609612031,58.13211710473723
Vegetables,Bell Peppers,109.95044143290775,165.43637591938588,137.69340867614682
Fruits,Pineapple,52.51920582613447,87.22254245320342,69.87087413966894
Vegetables,Okra,70.64185915639047,112.25247140146011,91.4471652789253
Grains,Brown Rice,65.24601481187618,100.65833442044266,82.95217461615943
Grains,Barley,114.65811837373028,127.3759652791226,121.01704182642644
Fruits,Berries,27.9572820185252,71.24185650928662,49.599569263905906
Pulses,Black Gram,107.19904676526873,135.90355561819996,121.55130119173435
Vegetables,Broccoli,39.90021338955279,88.09535772923782,63.997785559395304
Vegetables,Cabbage,38.53203671457615,53.311445904064236,45.9217413093202
Fruits,Berries,27.954564876925303,69.20843993304038,48.58150240498284
Fruits,Pineapple,29.74868251362909,82.83086302509054,56.289772769359814
Pulses,Lentils,90.42923167918136,123.02376007744445,106.7264958783129
Fruits,Pineapple,103.07453512033025,164.8902818307808,133.98240847555553
Grains,Oats,114.76808661112162,133.83007866494975,124.29908263803569
Vegetables,Spinach,61.18404646150607,88.70836969351488,74.94620807751048
Fruits,Apples,99.80750100653944,163.1708211622632,131.4891610844013
Grains,Brown Rice,120.10562977932311,167.02339814613532,143.56451396272922
Vegetables,Okra,59.22781291789293,110.50654542675167,84.8671791723223
Fruits,Papaya,117.58697610545711,163.12656047664476,140.35676829105094
Vegetables,Cauliflower,108.3698118013512,157.34669783458983,132.85825481797053
Vegetables,Okra,56.35484810216454,114.8572679777777,85.60605803997112
Fruits,Guava,45.56043214762676,64.42600930654004,54.9932207270834
Fruits,Melons,123.06887512655538,156.29882840365553,139.68385176510546
Grains,Brown Rice,111.87783925822363,164.6637052987629,138.27077227849327
Vegetables,Bitter Gourd,72.85648607170363,91.03521841584357,81.9458522437736
Grains,Brown Rice,54.08180638202404,102.95103542297855,78.5164209025013
Pulses,Green Gram,93.75769220434522,150.8544309285962,122.3060615664707
Vegetables,Cucumber,94.15782663807148,145.7656213440097,119.9617239910406
Vegetables,Carrots,98.37515889826253,137.42974334077152,117.90245111951702
Grains,Rice,67.28215973381803,103.21983946924166,85.25099960152986
Grains,Ragi,102.85983340638755,127.31715518934497,115.08849429786626
Fruits,Blueberries,96.2699264932212,155.10703956198955,125.68848302760537
Grains,Ragi,93.5978587000497,150.9796170327878,122.28873786641874
Vegetables,Tomatoes,55.791893020820886,73.76291035363022,64.77740168722555
Fruits,Melons,87.00901590748501,142.6932842699945,114.85115008873976
Fruits,Figs,95.80576088526651,115.44409091679209,105.6249259010293
Fruits,Grapefruit,63.66224709803789,81.88012494382973,72.77118602093381
Grains,Quinoa,32.57213143718465,77.22115494508628,54.89664319113547
Vegetables,Cauliflower,106.00893124017921,125.04122661338994,115.52507892678457
Fruits,Blueberries,85.19466029632012,133.81432739119418,109.50449384375716
Vegetables,Zucchini,41.39854567571614,95.25374546858752,68.32614557215183
Grains,Oats,115.7339570878965,139.31877041017606,127.52636374903628
Vegetables,Carrots,59.379391807269734,96.36795904941485,77.8736754283423
Vegetables,Broccoli,100.35011300516726,140.8760529089112,120.61308295703923
Grains,Rice,70.02326132618316,97.15460761338132,83.58893446978223
Grains,Barley,38.950248040581975,100.34245735029737,69.64635269543967
Pulses,Chickpeas,95.07515048172931,135.4539752376172,115.26456285967325
Vegetables,Broccoli,40.75264485404248,87.7995861161433,64.27611548509289
Fruits,Blueberries,27.37983181524394,70.51017849438885,48.9450051548164
Fruits,Melons,67.25815239200155,120.24361526797564,93.7508838299886
Grains,Whole Wheat,118.92869800161412,180.97973778731165,149.9542178944629
Vegetables,Kale,36.61345398414335,76.7180029540026,56.665728469072974
Fruits,Lemon,70.84612362016165,96.34309459754586,83.59460910885375
Vegetables,Spinach,102.81931788383075,113.91551620545128,108.36741704464102
Fruits,Berries,58.91500596305469,93.8144607617195,76.3647333623871
Pulses,Lentils,39.77344423206034,68.04219612993846,53.9078201809994
Grains,Whole Wheat,119.90779016777577,133.05407040533174,126.48093028655376
Grains,Whole Wheat,25.923483346196658,74.56565398783266,50.24456866701466
Fruits,Berries,112.9495787560588,163.04267906294416,137.99612890950146
Fruits,Watermelon,35.331823141322516,96.41925579473805,65.87553946803028
Grains,Barley,51.778450931453975,105.89966675840927,78.83905884493163
Vegetables,Broccoli,82.13235499085917,93.00028019953287,87.56631759519601
Fruits,Pineapple,29.725564787809276,81.02935214599636,55.377458466902816
Fruits,Oranges,117.85671171052124,127.1466802907516,122.50169600063643
Fruits,Lemon,84.82893391140985,142.42787265357578,113.62840328249281
Vegetables,Broccoli,96.58561767288697,145.81356925151698,121.19959346220197
Vegetables,Asparagus,46.3711924689459,102.7980509209952,74.58462169497055
Grains,Barley,84.23359624628867,101.25548218884659,92.74453921756762
Pulses,Soybeans,44.39448386592625,105.3949232625271,74.89470356422667
Fruits,Berries,26.671761600722416,73.86104609515131,50.266403847936864
Vegetables,Carrots,29.14286822707495,85.11448034370738,57.12867428539117
Vegetables,Okra,54.373271924411824,120.59116348313087,87.48221770377134
Fruits,Lemon,23.83535654420571,56.945420842423204,40.390388693314456
Grains,Quinoa,74.76528533200852,119.47672950268641,97.12100741734747
Grains,Whole Wheat,74.48247186405042,104.32073301203468,89.40160243804254
Grains,Whole Wheat,25.90784954340305,73.45525349944702,49.681551521425035
Grains,Rice,117.8501344403635,179.31548876316123,148.58281160176236
Pulses,Green Gram,89.42598379121405,152.85235643334062,121.13917011227733
Grains,Ragi,111.51619840199844,161.79367873654024,136.65493856926935
Vegetables,Asparagus,24.93291955305787,74.61399726110724,49.77345840708256
Pulses,Chickpeas,98.59079045631321,117.62920665820559,108.1099985572594
Pulses,Green Gram,72.23540106790227,124.62205680545696,98.42872893667962
Vegetables,Cucumber,25.614220715507514,54.00884535458697,39.81153303504724
Vegetables,Spinach,61.17773275097902,89.94685344217187,75.56229309657544
Fruits,Guava,88.87866222986037,130.34488795817663,109.6117750940185
Grains,Whole Wheat,118.0373762557653,133.9940776205421,126.0157269381537
Fruits,Berries,24.93637197101689,51.34900579187782,38.142688881447356
Vegetables,Cauliflower,27.721116201360882,80.54448456749795,54.132800384429416
Vegetables,Cauliflower,30.188700957519362,77.52654109544522,53.85762102648229
Fruits,Grapefruit,62.357771643617944,79.3631077150127,70.86043967931532
Fruits,Watermelon,36.61323122178312,92.93332195324534,64.77327658751423
Fruits,Grapefruit,94.03415932226193,143.77184355842851,118.90300144034522
Vegetables,Spinach,114.5946657637087,145.23867213857264,129.91666895114068
Vegetables,Spinach,22.293651338318725,71.68276141218698,46.98820637525285
Grains,Barley,116.27650958285598,126.79085867583512,121.53368412934554
Vegetables,Zucchini,61.71875111469516,94.6590886271464,78.18891987092078
Fruits,Pomegranate,77.32389658523923,102.41147783456992,89.86768720990457
Vegetables,Cucumber,65.0894106283608,99.12678103610963,82.10809583223522
Fruits,Blueberries,89.45537082117454,153.03463445099533,121.24500263608493
Grains,Whole Wheat,117.1504419983852,178.03772839466117,147.5940851965232
Fruits,Blueberries,87.6611257610078,139.41272191953954,113.53692384027366
Vegetables,Kale,37.86838849472414,71.98123898242766,54.92481373857589
Vegetables,Cabbage,35.325638996637394,52.014297893785184,43.66996844521129
Fruits,Avocado,47.40353205334123,92.6889957702522,70.04626391179671
Fruits,Melons,69.84131491080322,120.52066621428963,95.18099056254643
Pulses,Chickpeas,116.38797638701246,156.47022580879042,136.42910109790142
Vegetables,Bitter Gourd,19.341682513538487,68.43689473828793,43.88928862591321
Vegetables,Cucumber,63.225038753980854,103.87603536072422,83.55053705735253
Vegetables,Cabbage,99.42558234816947,111.71297633317198,105.56927934067073
Vegetables,Okra,71.44666251803999,131.10282582359346,101.27474417081672
Grains,Rice,117.69459793042195,178.08020012196224,147.8873990261921
Vegetables,Kale,87.3796365844469,141.9149416573784,114.64728912091265
Vegetables,Carrots,87.21609603865778,122.04112149714507,104.62860876790143
Fruits,Lemon,76.67658598685844,94.04378365885286,85.36018482285564
Vegetables,Asparagus,56.809152215126666,73.08335951200576,64.94625586356621
Vegetables,Spinach,23.887187085731565,72.8044673034685,48.345827194600034
Pulses,Black-eyed Peas,52.441377713406744,92.00214942542485,72.2217635694158
Fruits,Avocado,48.85355328249509,95.9652803355085,72.4094168090018
Pulses,Chickpeas,63.71467076928095,96.3667469592586,80.04070886426977
Fruits,Berries,24.826762131288895,52.90816955771247,38.867465844500686
Vegetables,Zucchini,66.60099304090969,91.75329734324366,79.17714519207667
Vegetables,Tomatoes,59.69640222540262,73.29752518275882,66.49696370408071
Vegetables,Drumsticks,24.949436265439985,84.19362522082001,54.57153074313
Fruits,Guava,44.83541930758531,60.44087058764584,52.63814494761557
Fruits,Watermelon,76.19271152912003,99.40444903043368,87.79858027977686
Fruits,Lemon,33.46176509923947,90.83595498021769,62.14886003972858
Vegetables,Zucchini,63.3349403272427,94.38809504523556,78.86151768623913
Vegetables,Zucchini,101.75619458046444,149.8007736506157,125.77848411554007
Vegetables,Tomatoes,41.218994383693484,90.8842919645342,66.05164317411385
Vegetables,Cucumber,67.4423162274514,97.75784567419123,82.60008095082131
Pulses,Soybeans,98.3060285756075,128.80775020568498,113.55688939064623
Grains,Barley,51.83966742870872,107.1972165592554,79.51844199398207
Fruits,Dates,106.25344733703618,142.27464420903345,124.26404577303481
Fruits,Guava,44.70700886257331,59.04498847857758,51.87599867057544
Vegetables,Cucumber,24.37362341139965,55.0768343215244,39.725228866462025
Vegetables,Kale,37.10830107489545,77.9012765509114,57.50478881290343
Vegetables,Drumsticks,50.070584549045485,61.09143992396631,55.5810122365059
Vegetables,Bitter Gourd,45.85137445520982,88.64989057522372,67.25063251521678
Fruits,Watermelon,40.52716968427221,51.058233982067776,45.79270183316999
Vegetables,Spinach,65.57996460037798,86.50760926406271,76.04378693222034
Pulses,Black Gram,76.78323855409911,111.33296697386317,94.05810276398114
Fruits,Figs,63.598199919508254,100.37016405411003,81.98418198680915
Fruits,Pomegranate,79.53943404864646,104.35662893790449,91.94803149327547
Vegetables,Beetroot,88.21811135075441,139.33070740934818,113.7744093800513
Vegetables,Cabbage,52.23177171393678,102.48950944302857,77.36064057848267
Grains,Barley,40.27784809529194,101.05212646781007,70.664987281551
Pulses,Lentils,29.80536942310759,81.97522439460874,55.89029690885817
Fruits,Pomegranate,45.05234152090324,85.33461295616719,65.19347723853522
Vegetables,Broccoli,83.81192873614819,96.81808873745523,90.3150087368017
Vegetables,Carrots,93.00106078852178,121.72763399484715,107.36434739168448
Vegetables,Cabbage,37.78894403584533,54.90854693027725,46.34874548306129
Grains,Whole Wheat,26.307083904244582,74.97131087748247,50.63919739086352
Grains,Quinoa,103.96715978432158,134.07559101609692,119.02137540020925
Vegetables,Broccoli,40.74439295139211,87.04203612607817,63.89321453873514
Vegetables,Asparagus,43.686288767466486,97.08439718633849,70.38534297690249
Fruits,Pineapple,20.7923015313166,43.03391192738223,31.913106729349416
Vegetables,Beetroot,37.823601328890405,84.56130143059661,61.19245137974351
Vegetables,Bitter Gourd,46.39117162356732,91.99545200511284,69.19331181434008
Fruits,Guava,43.99837967449793,64.65548848754838,54.326934081023154
Fruits,Pineapple,105.60100632006154,154.76417846042682,130.18259239024417
Fruits,Pineapple,29.53607273889661,77.39997018155961,53.46802146022811
Grains,Whole Wheat,78.80115720222759,140.29285236447748,109.54700478335253
Fruits,Oranges,121.73316073460884,125.7898341322111,123.76149743340997
Grains,Quinoa,120.67922888759726,164.71697734593545,142.69810311676636
Vegetables,Carrots,97.81980035711905,134.86722722030424,116.34351378871165
Fruits,Pineapple,54.269660473915415,88.03336629164086,71.15151338277813
Grains,Oats,44.92456642507128,64.19223507472678,54.558400749899036
Vegetables,Kale,113.00155347757398,166.2478856444228,139.6247195609984
Fruits,Berries,25.884420245756765,71.04094700648152,48.462683626119144
Vegetables,Spinach,93.8639814233973,130.77506074547972,112.31952108443852
Fruits,Pomegranate,98.00306237052958,160.4038244536937,129.20344341211162
Grains,Barley,118.23764187173072,128.2624439712963,123.25004292151351
Fruits,Apples,97.27175689058306,139.00802435820532,118.13989062439418
Pulses,Soybeans,86.12695055908611,138.73177344932606,112.42936200420608
Vegetables,Drumsticks,102.7724295352703,159.77441213901713,131.2734208371437
Vegetables,Kale,76.2557486833834,133.30907033109807,104.78240950724074
Vegetables,Broccoli,106.00214337871154,134.3237398283522,120.16294160353186
Fruits,Grapefruit,112.22496469084417,134.55249892713536,123.38873180898977
Pulses,Black Gram,78.92043850463801,119.37599645234273,99.14821747849038
Pulses,Black-eyed Peas,26.45711576355428,74.939670888209,50.69839332588164
Vegetables,Cabbage,53.71187962754993,106.09019268002724,79.9010361537886
Grains,Quinoa,76.4458631034001,119.48288927001782,97.96437618670896
Pulses,Soybeans,87.67423099014573,136.91498260236094,112.29460679625333
Vegetables,Asparagus,51.61382774947442,83.10373154765814,67.35877964856628
Fruits,Guava,108.45690723371918,157.55911210982885,133.008009671774
Grains,Brown Rice,46.55048382886994,102.4002459513504,74.47536489011017
Vegetables,Spinach,93.04062603077261,123.95135322628714,108.49598962852988
Fruits,Avocado,28.822558343618113,51.40255469913743,40.11255652137777
Vegetables,Cabbage,51.47111178869325,107.68341946839287,79.57726562854306
Grains,Brown Rice,54.3794336740048,107.76994185968998,81.07468776684739
Grains,Whole Wheat,115.57056615418954,172.16838911652013,143.86947763535483
Vegetables,Cabbage,38.17233738263804,56.3503068270112,47.26132210482462
Vegetables,Spinach,102.73127369600743,116.48270105413427,109.60698737507084
Vegetables,Broccoli,87.95878131687849,100.44201020168008,94.20039575927927
Pulses,Green Gram,62.267488314584696,102.21186796777907,82.23967814118188
Fruits,Papaya,39.77299567654197,53.485820877329104,46.629408276935536
Pulses,Chickpeas,82.40881496627546,100.96839599121652,91.68860547874598
Vegetables,Bell Peppers,36.82686490279425,59.634360418800995,48.23061266079762
Fruits,Figs,67.87064020582233,100.23021687264256,84.05042853923244
Fruits,Pomegranate,107.71059075288875,126.8460483542167,117.27831955355273
Vegetables,Drumsticks,72.33329882005282,112.52709858088858,92.4301987004707
Pulses,Black Gram,109.5723277725181,127.72399117133193,118.64815947192501
Vegetables,Bell Peppers,99.82785860639522,144.64176392443994,122.23481126541759
Pulses,Lentils,40.08538872923773,68.96589041881452,54.52563957402613
Vegetables,Beetroot,40.17701444149829,66.75964752477105,53.46833098313467
Pulses,Soybeans,55.21012240489794,108.66381745237416,81.93696992863605
Fruits,Avocado,43.91369648303887,60.93624501446013,52.4249707487495
Fruits,Lemon,74.28599461099171,94.94161659769853,84.61380560434512
Fruits,Lemon,79.81111087642321,139.5161467885269,109.66362883247506
Fruits,Oranges,23.061714024095423,47.34829985637366,35.20500694023454
Vegetables,Cabbage,35.42754897167843,54.42595450573675,44.926751738707594
Fruits,Melons,115.85744079909543,156.11941032429937,135.9884255616974
Vegetables,Cucumber,25.3770335602297,55.662220196394706,40.5196268783122
Grains,Oats,86.87016572194842,123.69401927674718,105.28209249934781
Pulses,Green Gram,75.34401770188994,123.62747874293898,99.48574822241446
Vegetables,Zucchini,36.94084109536665,81.84887208287287,59.39485658911976
Vegetables,Drumsticks,75.69729312482661,111.60139138459766,93.64934225471214
Fruits,Watermelon,22.096304901192543,48.14515268948786,35.1207287953402
Grains,Oats,112.47886491440921,139.08641089040648,125.78263790240786
Fruits,Apples,29.67860458134161,40.993538164091696,35.33607137271665
Vegetables,Asparagus,26.320552014315332,76.6842326554182,51.50239233486677
Pulses,Lentils,38.534050572312346,66.98436876531403,52.759209668813185
Pulses,Soybeans,54.68043910967846,109.83485488500614,82.2576469973423
Fruits,Dates,85.17130747786467,107.69801583333567,96.43466165560017
Fruits,Dates,96.29086387887763,126.39648712182769,111.34367550035266
Fruits,Lemon,30.578269712926208,59.30274563580098,44.940507674363595
Vegetables,Cucumber,62.93106973828626,94.14270479493548,78.53688726661088
Vegetables,Broccoli,81.06772648083886,93.26176163092902,87.16474405588394
Pulses,Soybeans,85.4752305040862,138.04368294608923,111.75945672508772
Vegetables,Spinach,22.550338128228177,72.6130349573705,47.58168654279934
Pulses,Chickpeas,115.98595188441874,156.0571611474171,136.02155651591792
Fruits,Pineapple,103.8637079082972,159.09921137961547,131.48145964395633
Pulses,Lentils,30.85608522928975,78.13932989226691,54.49770756077833
Vegetables,Bitter Gourd,47.80538700469516,93.30141553801522,70.5534012713552
Grains,Rice,79.68737093855094,130.9067273335164,105.29704913603366
Grains,Barley,82.81823434433706,105.7646282675752,94.29143130595614
Fruits,Apples,28.991738070814577,43.26155001666937,36.126644043741976
Fruits,Dates,99.60798182413305,121.3397206568473,110.47385124049018
Vegetables,Tomatoes,123.7891849609801,139.44498260771854,131.61708378434932
Fruits,Pineapple,53.56396762130325,81.29267566989346,67.42832164559834
Fruits,Avocado,48.523822057155606,91.08503669688284,69.80442937701922
Fruits,Pomegranate,80.02979812720626,94.6728981674301,87.35134814731819
Fruits,Melons,122.58618387154291,150.3133872700243,136.4497855707836
Vegetables,Bitter Gourd,45.013672741723056,86.62033526021222,65.81700400096764
Vegetables,Bell Peppers,105.94037294434997,143.83930905131504,124.88984099783251
Grains,Quinoa,115.37109424453702,172.24416263525254,143.80762843989478
Vegetables,Broccoli,82.05544549810453,96.66924116956835,89.36234333383644
Vegetables,Asparagus,42.28881072821072,93.16295818535612,67.72588445678342
Grains,Oats,91.97302940813783,131.58364737307545,111.77833839060665
Vegetables,Carrots,98.98232402796566,136.45047307688208,117.71639855242387
Vegetables,Bitter Gourd,43.517899931922656,55.21350516144028,49.36570254668147
Pulses,Lentils,41.70836857599625,67.36447577452033,54.536422175258295
Vegetables,Cabbage,52.918190095181096,102.82925831076702,77.87372420297406
Vegetables,Cucumber,96.15272871914925,156.2429241607525,126.19782643995087
Vegetables,Beetroot,41.00076242415082,72.02022387059655,56.51049314737369
Grains,Oats,108.8580708093656,135.04442936623582,121.9512500878007
Fruits,Pomegranate,81.1444700718248,95.09828949436132,88.12137978309306
Fruits,Pomegranate,78.36853802054561,106.75578998524693,92.56216400289628
Fruits,Lemon,83.93580616583701,131.47024293632163,107.70302455107932
Vegetables,Cucumber,63.5721244337699,94.50331225281442,79.03771834329217
Vegetables,Tomatoes,119.41383722133,138.30494203170298,128.85938962651647
Pulses,Black-eyed Peas,109.76927883603032,166.7726374616383,138.27095814883432
Fruits,Pineapple,93.14841731479291,107.68571435820353,100.41706583649821
Grains,Quinoa,79.03216327098333,117.47247087490445,98.2523170729439
Fruits,Papaya,95.06119272440245,134.44658154181417,114.75388713310831
Fruits,Pineapple,104.26230106899713,167.77316557592715,136.01773332246213
Vegetables,Zucchini,62.91914389222538,92.37641453492309,77.64777921357424
Grains,Whole Wheat,26.24361481845831,72.24636016857484,49.244987493516575
Vegetables,Tomatoes,45.042693426190155,93.93544230143296,69.48906786381156
Grains,Quinoa,106.66485597375741,127.76924586439371,117.21705091907556
Pulses,Soybeans,93.73534609314275,128.50549287531166,111.1204194842272
Vegetables,Drumsticks,103.25530436718515,170.57455481717562,136.91492959218039
Vegetables,Asparagus,54.70019037236567,66.85377489309333,60.7769826327295
Pulses,Black-eyed Peas,95.11451709547725,104.41208120020941,99.76329914784333
Vegetables,Cucumber,24.57152056978976,55.017992036863326,39.794756303326544
Vegetables,Tomatoes,68.48188177046723,114.94398581811633,91.71293379429179
Grains,Rice,113.71456295215762,165.18830500819485,139.45143398017623
Pulses,Soybeans,84.12405538623544,138.5191544316798,111.32160490895762
Fruits,Melons,69.45868417733195,120.91933564408617,95.18900991070906
Fruits,Pomegranate,46.390430631807,86.53079725442056,66.46061394311378
Fruits,Figs,71.41981643071257,111.15349835472018,91.28665739271638
Fruits,Figs,67.08948348905778,107.4436930684962,87.266588278777
Vegetables,Spinach,97.43579578354144,124.13599431660879,110.78589505007511
Grains,Rice,82.51659019671452,126.02149320564948,104.269041701182
Grains,Whole Wheat,26.252314821987863,71.34641456449496,48.799364693241415
Fruits,Lemon,30.176185199946588,56.32741239951297,43.251798799729784
Fruits,Blueberries,28.11874962617644,70.6726957139252,49.395722670050816
Fruits,Grapefruit,67.14480567549036,112.37822610058173,89.76151588803604
Pulses,Black-eyed Peas,102.98957921157512,157.8222596458029,130.405919428689
Vegetables,Zucchini,61.966690317605945,89.93322173427117,75.94995602593856
Vegetables,Zucchini,44.80319767275478,95.9684516709971,70.38582467187594
Fruits,Guava,91.03064574672884,125.52092978759887,108.27578776716385
Vegetables,Okra,59.339948266136595,113.32368865490017,86.33181846051838
Fruits,Pomegranate,81.32348027179695,92.39880384303083,86.8611420574139
Fruits,Melons,65.18887691035376,125.01448064622093,95.10167877828735
Vegetables,Okra,76.37770637566142,141.1403907725488,108.75904857410512
Grains,Barley,40.39937982263471,98.11601237892268,69.25769610077869
Vegetables,Cauliflower,112.75808907663581,156.09777073287043,134.4279299047531
Grains,Oats,81.54178692671495,123.37370226729632,102.45774459700564
Vegetables,Tomatoes,73.09052026198134,118.33551518800708,95.71301772499422
Pulses,Green Gram,83.70704639122302,139.312806976115,111.50992668366902
Fruits,Figs,91.31576780904459,121.5508291314528,106.4332984702487
Fruits,Blueberries,26.20778828278647,71.77836089012546,48.99307458645596
Vegetables,Tomatoes,25.22930134139698,65.05138498324025,45.140343162318615
Pulses,Chickpeas,115.86554241996447,144.3519166142834,130.10872951712395
Fruits,Guava,90.61971725252751,130.95121977723056,110.78546851487903
Vegetables,Spinach,97.86956109418698,121.53068436966016,109.70012273192357
Fruits,Figs,32.76106758905102,53.92939119984315,43.34522939444709
Fruits,Apples,31.456073061810468,42.20243646061359,36.82925476121203
Grains,Rice,81.06432871722753,125.29815335412839,103.18124103567796
Vegetables,Tomatoes,72.3695778066615,114.36300440763902,93.36629110715026
Vegetables,Broccoli,111.28982652339596,126.39714450045382,118.84348551192488
Fruits,Blueberries,71.24884185251946,94.78261164884235,83.0157267506809
Vegetables,Bitter Gourd,44.548924583366464,85.88138389954416,65.21515424145531
Fruits,Avocado,62.79936180057127,86.8278025313918,74.81358216598153
Pulses,Chickpeas,62.76216158782885,98.62149160419062,80.69182659600973
Vegetables,Bell Peppers,69.40311094756713,124.08535929478401,96.74423512117556
Fruits,Apples,55.953895220328384,78.40889528273412,67.18139525153126
Vegetables,Okra,68.9839231079533,122.10230807635028,95.54311559215179
Vegetables,Beetroot,39.07099813003402,88.00346151183703,63.53722982093552
Fruits,Lemon,34.41023707942563,85.74578816414497,60.0780126217853
Vegetables,Bitter Gourd,40.808375356889584,53.37138526445316,47.089880310671376
Vegetables,Kale,79.46413208566268,132.0400628040824,105.75209744487253
Fruits,Dates,107.35955107318404,149.9132562888501,128.63640368101707
Vegetables,Cabbage,98.13883988820763,146.56258147973907,122.35071068397335
Grains,Barley,49.44850274324588,111.25017164268279,80.34933719296433
Pulses,Black Gram,121.33797763563285,151.72758363140667,136.53278063351976
Vegetables,Cabbage,95.7831810483553,112.72599625824661,104.25458865330096
Grains,Quinoa,119.32369506025057,163.49097223128538,141.40733364576798
Vegetables,Cucumber,101.72069188023126,146.90250502683335,124.3115984535323
Vegetables,Broccoli,107.54852851469121,139.03942867368153,123.29397859418637
Fruits,Berries,21.81067966567953,78.21121514940575,50.01094740754264
Pulses,Black Gram,39.16636197382455,85.34963347272868,62.25799772327662
Fruits,Oranges,115.02921830942441,158.81889160287903,136.92405495615174
Fruits,Watermelon,69.31707721714277,116.21754982465383,92.7673135208983
Vegetables,Beetroot,86.30012668077597,131.88271723779803,109.091421959287
Vegetables,Bitter Gourd,42.52861368481092,55.869296797413206,49.19895524111206
Vegetables,Bitter Gourd,20.71129390763716,71.34987130966519,46.03058260865117
Vegetables,Broccoli,99.0387641252032,141.4463279603483,120.24254604277576
Vegetables,Cucumber,97.52502826932853,159.13254174058068,128.3287850049546
Pulses,Green Gram,61.64095221455302,100.07534645387783,80.85814933421543
Grains,Quinoa,75.4697754853758,112.1871985796077,93.82848703249175
Fruits,Berries,22.068613939617027,77.94076962096499,50.004691780291004
Pulses,Green Gram,63.84844492844307,106.98817892559079,85.41831192701693
Vegetables,Beetroot,39.003309701307764,69.58352684844493,54.293418274876345
Fruits,Dates,93.31119844227894,133.48965066866288,113.4004245554709
Fruits,Blueberries,89.6304131603862,159.00465875555594,124.31753595797107
Vegetables,Kale,112.9348183087027,172.20825313256563,142.57153572063416
Vegetables,Cauliflower,85.22198139475077,97.44984065335157,91.33591102405117
Pulses,Black Gram,74.04419342397914,114.52657623947856,94.28538483172885
Vegetables,Tomatoes,122.16642936072301,145.53519309602459,133.8508112283738
Vegetables,Bell Peppers,37.73329532961518,59.2008272184385,48.46706127402684
Fruits,Guava,63.67169114439239,79.98406198371114,71.82787656405176
Fruits,Pomegranate,103.75423713871119,160.51138502339953,132.13281108105537
Fruits,Pomegranate,43.836782146355,82.7859488068345,63.311365476594744
Fruits,Grapefruit,55.56351277135208,67.34446501747121,61.453988894411644
Vegetables,Bitter Gourd,100.2944960397563,110.74208625456798,105.51829114716213
Pulses,Lentils,28.62039397258941,80.45814475047717,54.53926936153329
Fruits,Avocado,58.5515808496135,89.95510745055726,74.25334415008538
Fruits,Melons,88.75294806369,140.84423178506168,114.79858992437585
Fruits,Pineapple,90.91227056655765,115.30181784649731,103.10704420652749
Fruits,Avocado,48.769787333097185,97.92069709980291,73.34524221645005
Vegetables,Asparagus,44.360547212061526,96.24583907253283,70.30319314229718
Vegetables,Asparagus,46.012009883370325,101.8420268927382,73.92701838805426
Fruits,Dates,100.89320232193135,117.83774221861336,109.36547227027236
Fruits,Watermelon,76.22130727964222,101.58845343067313,88.90488035515767
Grains,Quinoa,106.33939433137307,137.53324175981493,121.93631804559399
Fruits,Grapefruit,64.93227516406264,114.34704660140993,89.63966088273628
Fruits,Lemon,36.63905433126668,87.16564592509314,61.90235012817991
Vegetables,Bitter Gourd,96.38255155330859,109.4999478446421,102.94124969897534
Grains,Oats,41.84122916359854,66.80566509708949,54.323447130344015
Pulses,Green Gram,61.70456758127428,102.281539211148,81.99305339621114
Fruits,Grapefruit,59.04400308529939,80.57607720485979,69.81004014507958
Vegetables,Beetroot,88.4245329712704,128.42463940874725,108.42458619000882
Fruits,Oranges,118.6336478387318,156.33459091712606,137.48411937792895
Grains,Ragi,72.04873976990352,92.24706127644748,82.14790052317551
Fruits,Figs,65.03536443684901,103.7112285771542,84.37329650700161
Grains,Barley,25.109429868612104,65.4406057466448,45.27501780762846
